,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,sector,Study Room,Servant Room,Pooja Room,Others,Store Room,possession_category,furnishingType,super_builtup_area,builtup_area,carpet_area,luxury_score
146,house,,0.45,9000.0,500.0,Carpet area: 500 (46.45 sq.m.),1.0,1.0,1,3.0,East,sector 8,,,,,,,0.0,,,499.983155,0.0
147,house,,1.2,4444.444444444444,2700.0,Built Up area: 300 (250.84 sq.m.),7.0,3.0,No,3.0,,sector 11,,,,,,,0.0,,2700.016676,,0.0
148,house,Bhim Nagar Society,0.4,2500.0,1600.0,Built Up area: 1600 (148.64 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),4.0,2.0,2,1.0,East,sector 6,,,,,,,0.0,,1599.946096,800.0,0.0
149,house,,2.95,20233.196159122086,1458.0,Built Up area: 162 (135.45 sq.m.),2.0,2.0,No,1.0,North,sector 56,,,,,,,0.0,,1457.9702549999995,,0.0
150,house,Unitech Uniworld Resorts,8.0,17777.777777777777,4500.0,Built Up area: 500 (418.06 sq.m.),6.0,5.0,3+,4.0,,sector 33,,,,,,,0.0,,4499.956034,,0.0
151,house,Vatika India Next4.1 ★,6.5,20061.728395061727,3240.0,Built Up area: 360 (301.01 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),4.0,3.0,No,2.0,,sector 82,,,,,,,0.0,,3240.041539,300.0,0.0
152,house,,3.0,11494.252873563219,2610.0,Built Up area: 2610 (242.48 sq.m.),7.0,7.0,No,3.0,,sector 7,,,,,,,0.0,,2610.030472,,0.0
153,house,Raj Villas,8.0,25542.784163473818,3132.0,Carpet area: 348 (290.97 sq.m.),6.0,5.0,3+,4.0,East,sector 52,,,,,,,0.0,,,3131.9719830000004,0.0
154,house,,2.75,12342.908438061042,2228.0,Built Up area: 2228 (206.99 sq.m.),6.0,6.0,2,2.0,,sector 12,,,,,,,0.0,,2228.019661,,0.0
155,house,,2.25,16891.891891891893,1332.0,Built Up area: 148 (123.75 sq.m.),5.0,3.0,No,2.0,,sector 7,,,,,,,0.0,,1332.032625,,0.0
156,house,Sobha City,10.5,14322.739053335152,7331.0,Built Up area: 7331 (681.07 sq.m.),5.0,4.0,3+,1.0,East,sector 108,,,,,,,0.0,,7330.969373,,0.0
157,house,Unitech Uniworld Resorts,10.0,20202.0202020202,4950.0,Plot area 550(51.1 sq.m.),5.0,6.0,3,4.0,North-East,sector 33,1.0,1.0,0.0,0.0,0.0,new,0.0,,4950.0,,26.0
158,house,,7.0,10000.0,7000.0,Plot area 350(32.52 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),10.0,11.0,3+,4.0,South-East,sector 39,0.0,0.0,1.0,0.0,0.0,relatively new,2.0,,350.0,,38.0
159,house,,1.6,17937.219730941702,892.0,Plot area 892(82.87 sq.m.),1.0,1.0,2,2.0,,sector 39,,,,,,old,0.0,,892.0,,49.0
160,house,,1.8,2430.1336573511544,7407.0,Plot area 900(83.61 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),1.0,1.0,2,3.0,North-East,sector 39,,,,,,relatively new,0.0,,8100.0,6480.0,0.0
161,house,Greenopolis,0.7,5397.070161912105,1297.0,Built Up area: 1297 (120.5 sq.m.),2.0,2.0,2,14.0,North-East,sector 89,,,,,,,0.0,,1297.04995,,0.0
162,house,Vipul World3.9 ★,3.35,5583.333333333333,6000.0,Built Up area: 6000 (557.42 sq.m.),6.0,5.0,3+,3.0,South,sector 48,,,,,,,0.0,,6000.013137999999,,0.0
163,house,Spaze Privy3.9 ★,3.09,6981.473113420696,4426.0,Built Up area: 3653 (339.37 sq.m.)Carpet area: 2922 sq.ft. (271.46 sq.m.),5.0,5.0,3+,14.0,East,sector 72,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,,3652.944743,2922.0,46.0
164,house,Satya The Hermitage3.5 ★,3.15,6702.127659574468,4700.0,Built Up area: 4700 (436.64 sq.m.),4.0,5.0,No,12.0,East,sector 103,,,,,,,0.0,,4699.949296,,0.0
165,house,,1.7,9444.444444444445,1800.0,Built Up area: 200 (167.23 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),3.0,3.0,No,1.0,,sector 12,,,,,,,0.0,,1800.046997,180.0,0.0
166,house,,4.75,10555.555555555555,4500.0,Built Up area: 4500 (418.06 sq.m.),6.0,7.0,No,4.0,,sector 1,,,,,,,0.0,,4499.956034,,0.0
167,house,,1.65,18333.333333333332,900.0,Built Up area: 900 (83.61 sq.m.),2.0,3.0,No,3.0,,sector 9,,,,,,,0.0,,899.9696789999999,,0.0
168,house,Sare Crescent Parc Royal Greens Phase 1,0.85,4876.649454962708,1743.0,Built Up area: 1743 (161.93 sq.m.),4.0,4.0,3,4.0,,sector 92,,,,,,,0.0,,1742.998327,,0.0
169,house,,1.85,16003.460207612457,1156.0,Carpet area: 1156 (107.4 sq.m.),4.0,3.0,2,3.0,,sector 1,,,,,,,0.0,,,1156.04286,0.0
170,house,Anshul,0.85,7727.272727272727,1100.0,Carpet area: 1100 (102.19 sq.m.),2.0,2.0,No,4.0,North-East,sector 6,,,,,,,0.0,,,1099.962941,0.0
171,house,,0.6,6000.0,1000.0,Built Up area: 1000 (92.9 sq.m.),1.0,1.0,No,1.0,,sector 3,,,,,,,0.0,,999.96631,,0.0
172,house,,3.5,9210.526315789473,3800.0,Built Up area: 3800 (353.03 sq.m.),1.0,1.0,No,1.0,,sector 3,,,,,,,0.0,,3799.979617,,0.0
173,house,,0.34,6800.000000000001,500.0,Built Up area: 500 (46.45 sq.m.),1.0,1.0,No,1.0,,sector 110,,,,,,,0.0,,499.983155,,0.0
174,house,,0.75,10518.934081346424,713.0,Plot area 713(66.24 sq.m.),6.0,4.0,1,3.0,,sector 6,,,,,,moderately old,0.0,,713.0,,71.0
175,house,,0.55,7333.333333333333,750.0,Built Up area: 750 (69.68 sq.m.),1.0,1.0,No,1.0,,sector 3,,,,,,,0.0,,750.028552,,0.0
176,house,SS Omnia,0.42,9333.333333333334,450.0,Plot area 50(4.65 sq.m.),5.0,3.0,2,3.0,,sector 86,,,,,,relatively new,0.0,,450.0,,0.0
177,house,,0.75,6938.020351526365,1081.0,Built Up area: 1081 (100.43 sq.m.),3.0,1.0,No,1.0,,sector 36,,,,,,,0.0,,1081.018477,,0.0
178,house,,3.5,15555.555555555555,2250.0,Built Up area: 2250 (209.03 sq.m.),10.0,1.0,No,1.0,,sector 11,,,,,,new,0.0,,2249.978017,,0.0
179,house,,1.16,7537.3619233268355,1539.0,Built Up area: 1535 (142.61 sq.m.),1.0,1.0,No,1.0,,sector 37d,,,,,,,0.0,,1535.0397790000002,,0.0
180,house,Suncity Avenue 76,0.75,10067.114093959732,745.0,Plot area 745(69.21 sq.m.)Built Up area: 745 sq.ft. (69.21 sq.m.),2.0,2.0,2,11.0,North-East,sector 76,,,,,,new,0.0,,745.0,,49.0
181,house,Sheetla Enclave,0.96,10000.0,960.0,Plot area 945(87.79 sq.m.),7.0,4.0,2,3.0,,sector 5,0.0,0.0,1.0,0.0,1.0,moderately old,1.0,,945.0,,0.0
182,house,Adani Brahma Samsara4.2 ★,18.02,28200.312989045382,6390.0,Built Up area: 6390 (593.65 sq.m.),9.0,12.0,3+,3.0,North-East,sector 60,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,,6389.989234999999,,184.0
183,house,,0.66,7166.123778501628,921.0,Built Up area: 823 (76.46 sq.m.),2.0,2.0,3,4.0,,sector 36,,,,,,new,0.0,,823.0077939999999,,0.0
184,house,,4.6,20444.444444444445,2250.0,Built Up area: 2250 (209.03 sq.m.),1.0,1.0,No,1.0,,sector 14,,,,,,,0.0,,2249.978017,,0.0
185,house,Signature Global City 63A,1.5,6289.308176100629,2385.0,Built Up area: 2385 (221.57 sq.m.),3.0,3.0,2,1.0,,sector 63,,,,,,new,0.0,,2384.957323,,0.0
186,house,Suncity Township4.1 ★,2.0,3439.972480220158,5814.0,Plot area 60Built Up area: 60 sq.m.Carpet area: 59 sq.m.,9.0,9.0,3,11.0,North,sector 54,0.0,1.0,0.0,0.0,0.0,relatively new,2.0,,5778.0,531.0,7.0
187,house,,0.8,10484.927916120576,763.0,Built Up area: 763 (70.89 sq.m.),1.0,1.0,No,1.0,,sector 69,,,,,,,0.0,,763.052871,,0.0
188,house,,0.89,8127.853881278539,1095.0,Built Up area: 1095 (101.73 sq.m.),1.0,1.0,No,1.0,,sector 81,,,,,,,0.0,,1095.011547,,0.0
189,house,,1.34,5000.0,2680.0,Built Up area: 2680 (248.98 sq.m.),1.0,1.0,No,1.0,,sector 108,,,,,,,0.0,,2679.995822,,0.0
190,house,,0.34,7555.555555555557,450.0,Built Up area: 450 (41.81 sq.m.),1.0,1.0,1,1.0,,sector 39,,,,,,,0.0,,450.038659,,0.0
191,house,,0.8,8154.943934760448,981.0,Plot area 109(91.14 sq.m.),5.0,4.0,1,2.0,,sector 3,,,,,,moderately old,0.0,,981.0,,0.0
193,house,Nitin Vihar,0.85,9444.444444444445,900.0,Plot area 900(83.61 sq.m.),3.0,2.0,No,1.0,West,sector 33,,,,,,relatively new,0.0,,900.0,,33.0
194,house,Sector 15 Part 2 RWA,10.0,22222.222222222223,4500.0,Plot area 502(419.74 sq.m.),5.0,5.0,2,2.0,East,sector 15,,,,,,old,0.0,,4518.0,,58.0
195,house,,0.59,10085.470085470086,585.0,Plot area 585(54.35 sq.m.),2.0,2.0,2,2.0,,sector 8,0.0,0.0,0.0,1.0,0.0,moderately old,0.0,,585.0,,7.0
196,house,,4.0,17777.777777777777,2250.0,Plot area 250(209.03 sq.m.),5.0,5.0,2,3.0,,sector 53,1.0,0.0,0.0,0.0,0.0,relatively new,0.0,,2250.0,,23.0
197,house,,12.5,40610.78622482131,3078.0,Plot area 342(285.96 sq.m.),6.0,5.0,3,4.0,East,sector 50,1.0,1.0,1.0,0.0,0.0,moderately old,1.0,,3078.0,,23.0
198,house,,1.7,17989.41798941799,945.0,Plot area 900(83.61 sq.m.),2.0,2.0,3+,3.0,,sector 39,0.0,1.0,0.0,0.0,1.0,moderately old,0.0,,900.0,,54.0
199,house,Landmark House,2.75,25462.962962962964,1080.0,Plot area 120(100.34 sq.m.),3.0,3.0,1,2.0,South-East,sector 43,0.0,0.0,1.0,0.0,0.0,moderately old,0.0,,1080.0,,21.0
200,house,International City by SOBHA Phase 2,7.0,12962.962962962964,5400.0,Plot area 600(501.68 sq.m.),4.0,4.0,3+,2.0,West,sector 109,,,,,,relatively new,1.0,,5400.0,,126.0
201,house,,7.2,15925.6801592568,4521.0,Plot area 420,4.0,4.0,2,1.0,,sector 17b,0.0,1.0,0.0,0.0,1.0,old,0.0,,4494.0,,6.0
202,house,nirvana country,10.0,14285.714285714286,7000.0,Built Up area: 7000 (650.32 sq.m.),5.0,7.0,2,4.0,East,sector 50,0.0,1.0,0.0,0.0,0.0,moderately old,2.0,,6999.979448,,7.0
204,house,,2.15,2654.320987654321,8100.0,Plot area 100(83.61 sq.m.),3.0,3.0,3,3.0,,sector 40,1.0,0.0,1.0,0.0,1.0,moderately old,0.0,,8100.0,,51.0
205,house,,2.25,2777.777777777778,8100.0,Plot area 100(83.61 sq.m.),6.0,3.0,3+,3.0,North-West,sector 51,,,,,,relatively new,0.0,,8100.0,,63.0
206,house,Experion Windchants3.8 ★,7.46,10259.936734974557,7271.0,Built Up area: 6350 (589.93 sq.m.),4.0,4.0,3+,2.0,East,sector 112,0.0,1.0,1.0,0.0,0.0,relatively new,1.0,,6349.947526999999,,75.0
207,house,,0.6,11111.111111111111,540.0,Plot area 60(50.17 sq.m.),8.0,4.0,3,3.0,West,sector 105,,,,,,new,0.0,,540.0,,17.0
209,house,Kothi,6.95,15444.444444444445,4500.0,Plot area 500(418.06 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),4.0,4.0,3+,2.0,,sector 17b,1.0,1.0,1.0,0.0,1.0,old,0.0,,4500.0,,33.0
210,house,International City by SOBHA Phase 2,7.0,11239.563262684649,6228.0,Plot area 692(578.6 sq.m.),5.0,5.0,3+,2.0,South,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,,6228.0,,167.0
211,house,Birla Navya,3.85,15437.048917401764,2494.0,Carpet area: 2494 (231.7 sq.m.),3.0,3.0,3+,4.0,,sector 63a,0.0,1.0,0.0,0.0,0.0,new,1.0,,,2493.99563,191.0
212,house,Vatika Signature Villas,3.2,14349.775784753363,2230.0,Plot area 2160(200.67 sq.m.),3.0,4.0,3,1.0,,sector 82,1.0,1.0,1.0,0.0,1.0,new,0.0,,2160.0,,66.0
213,house,,4.49,24455.337690631808,1836.0,Plot area 204(170.57 sq.m.),9.0,9.0,3+,3.0,North-West,sector 45,0.0,0.0,0.0,1.0,0.0,moderately old,1.0,,1836.0,,108.0
214,house,Vipul Tatvam Villa,22.0,26666.666666666668,8250.0,Plot area 1000(836.13 sq.m.),5.0,6.0,3,3.0,,sector 48,0.0,1.0,0.0,0.0,0.0,moderately old,0.0,,1000.0,,69.0
215,house,International City by SOBHA Phase 2,9.5,26388.88888888889,3600.0,Plot area 400(334.45 sq.m.),5.0,5.0,3+,2.0,South,sector 109,1.0,1.0,1.0,0.0,1.0,relatively new,0.0,,3600.0,,164.0
216,house,Vatika India Next4.1 ★,7.0,21604.938271604937,3240.0,Plot area 360(33.45 sq.m.)Built Up area: 3900 sq.ft. (362.32 sq.m.)Carpet area: 3743 sq.ft. (347.74 sq.m.),4.0,4.0,3+,3.0,North-East,sector 82,0.0,1.0,0.0,0.0,0.0,relatively new,2.0,,3240.0,3743.0,136.0
217,house,,4.15,18444.444444444445,2250.0,Plot area 250(209.03 sq.m.),5.0,4.0,2,2.0,North-West,sector 14,,,,,,old,1.0,,2250.0,,51.0
218,house,Emaar MGF Marbella,12.0,38095.23809523809,3150.0,Plot area 350(292.64 sq.m.),5.0,6.0,3+,4.0,North-East,sector 66,0.0,1.0,1.0,0.0,0.0,new,0.0,,3150.0,,38.0
219,house,Tata Primanti4.1 ★,8.5,13492.063492063493,6300.0,Plot area 6300(585.29 sq.m.),5.0,6.0,3+,10.0,East,sector 72,1.0,1.0,1.0,0.0,1.0,relatively new,1.0,,6300.0,,183.0
220,house,Central Park Flower Valley Cerise Floors,1.35,11157.02479338843,1210.0,Built Up area: 1210 (112.41 sq.m.),2.0,2.0,2,4.0,East,sector-33,1.0,0.0,0.0,0.0,0.0,new,2.0,,1209.969999,,122.0
221,house,,3.25,21494.708994708995,1512.0,Plot area 168(140.47 sq.m.),5.0,6.0,3+,4.0,East,sector 56,0.0,0.0,1.0,1.0,0.0,relatively new,1.0,,1512.0,,27.0
222,house,,5.6,20740.74074074074,2700.0,Plot area 300(250.84 sq.m.),6.0,4.0,3,3.0,East,sector 55,0.0,1.0,0.0,0.0,0.0,old,1.0,,2700.0,,50.0
223,house,Vipul Tatvam Villa,18.5,26428.571428571428,7000.0,Plot area 7000(650.32 sq.m.),4.0,4.0,1,1.0,,sector 48,,,,,,moderately old,0.0,,7000.0,,43.0
224,house,,1.7,18888.88888888889,900.0,Plot area 900(83.61 sq.m.),2.0,1.0,2,2.0,East,sector 10a,0.0,0.0,0.0,1.0,0.0,old,0.0,,900.0,,8.0
225,house,Eros Rosewood City4.0 ★,1.6,3499.562554680665,4572.0,Plot area 60(50.17 sq.m.),4.0,4.0,3,4.0,East,sector 49,,,,,,new,1.0,,540.0,,27.0
226,house,Satya The Hermitage3.5 ★,4.35,13500.931098696461,3222.0,Plot area 358(299.33 sq.m.),4.0,4.0,3+,2.0,North,sector 103,1.0,1.0,1.0,0.0,1.0,relatively new,1.0,,3222.0,,171.0
227,house,Vatika India Next4.1 ★,6.8,20987.654320987655,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,3+,3.0,North-East,sector 82,0.0,1.0,0.0,0.0,0.0,relatively new,2.0,,3240.0,,141.0
228,house,Emaar Emerald Hills4.1 ★,12.5,34722.22222222222,3600.0,Plot area 400(334.45 sq.m.),4.0,4.0,3+,2.0,East,sector 65,1.0,1.0,0.0,0.0,0.0,relatively new,0.0,,3600.0,,0.0
229,house,,8.0,26298.487836949374,3042.0,Plot area 338(282.61 sq.m.),9.0,9.0,3,4.0,North-East,sector 27,1.0,1.0,1.0,0.0,1.0,relatively new,2.0,,3042.0,,148.0
230,house,4S Aradhya Homes,1.83,6777.777777777777,2700.0,Plot area 300(250.84 sq.m.),4.0,4.0,2,4.0,East,sector 67a,0.0,0.0,1.0,0.0,0.0,new,1.0,,2700.0,,185.0
231,house,Vipul Tatvam Villa,7.35,22811.91806331471,3222.0,Plot area 358(299.33 sq.m.),4.0,5.0,2,2.0,South,sector 48,1.0,1.0,1.0,0.0,1.0,moderately old,1.0,,3222.0,,184.0
232,house,Eros Rosewood Villas,2.75,19841.26984126984,1386.0,Plot area 154(14.31 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,3.0,1,2.0,North-West,sector 49,0.0,0.0,0.0,1.0,0.0,old,1.0,,1386.0,1650.0,104.0
234,house,Ireo Victory Valley4.1 ★,8.0,22222.222222222223,3600.0,Plot area 400(334.45 sq.m.),6.0,7.0,3+,51.0,North-East,sector 67,1.0,1.0,1.0,0.0,0.0,moderately old,1.0,,3600.0,,58.0
235,house,,5.5,23060.796645702307,2385.0,Plot area 265(221.57 sq.m.),8.0,8.0,3+,3.0,,sector 46,1.0,0.0,0.0,1.0,0.0,moderately old,1.0,,2385.0,,41.0
236,house,Ansal Florence Super,3.75,23148.14814814815,1620.0,Plot area 180(150.5 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),3.0,4.0,3,2.0,,sector 57,1.0,1.0,0.0,0.0,1.0,moderately old,1.0,,1620.0,2700.0,38.0
237,house,,4.75,20067.596113223488,2367.0,Plot area 263(219.9 sq.m.)Built Up area: 261 sq.yards (218.23 sq.m.)Carpet area: 259 sq.yards (216.56 sq.m.),7.0,5.0,3+,3.0,South-West,sector 22,0.0,0.0,1.0,1.0,0.0,old,1.0,,2367.0,259.0,65.0
238,house,,5.1,16569.200779727096,3078.0,Plot area 342(285.96 sq.m.)Built Up area: 125 sq.yards (104.52 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),3.0,2.0,No,1.0,East,sector 23,0.0,0.0,0.0,1.0,0.0,old,0.0,,3078.0,100.0,36.0
239,house,,3.9,21241.830065359478,1836.0,Plot area 204(170.57 sq.m.),6.0,6.0,3+,3.0,North-East,sector 38,1.0,1.0,1.0,0.0,0.0,moderately old,0.0,,1836.0,,32.0
240,house,International City by SOBHA Phase 2,6.25,11574.074074074075,5400.0,Plot area 600(501.68 sq.m.),4.0,4.0,3+,2.0,East,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,,5400.0,,169.0
241,house,Smart World Orchard,2.01,13001.2936610608,1546.0,Plot area 1549(143.91 sq.m.),3.0,3.0,3,4.0,North,sector 61,,,,,,new,0.0,,1549.0,,176.0
242,house,,3.25,22429.26155969634,1449.0,Plot area 161(134.62 sq.m.),4.0,4.0,3+,3.0,,sector 31,1.0,1.0,1.0,0.0,1.0,moderately old,1.0,,1449.0,,38.0
244,house,Bptp Visionnaire,6.0,22222.222222222223,2700.0,Plot area 300(250.84 sq.m.),5.0,4.0,3,3.0,North-East,sector 70a,1.0,0.0,0.0,0.0,0.0,new,0.0,,2700.0,,49.0
245,house,Unitech South City 23.8 ★,5.88,27222.222222222223,2160.0,Plot area 240(200.67 sq.m.),9.0,9.0,3+,3.0,East,sector 50,1.0,1.0,1.0,1.0,0.0,relatively new,2.0,,2160.0,,161.0
246,house,SS Hibiscus,12.25,20940.17094017094,5850.0,Plot area 5850(543.48 sq.m.),5.0,7.0,3+,1.0,South-East,sector 50,1.0,1.0,1.0,1.0,0.0,relatively new,1.0,,5850.0,,207.0
247,house,Emaar MGF Marbella,12.0,37037.03703703704,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,3+,3.0,East,sector 66,1.0,1.0,1.0,0.0,1.0,relatively new,1.0,,3240.0,,207.0
248,house,Eldeco Mansionz,6.4,23703.703703703704,2700.0,Plot area 365(305.19 sq.m.)Built Up area: 366 sq.yards (306.02 sq.m.),4.0,4.0,3,3.0,West,sector 48,0.0,1.0,0.0,0.0,1.0,moderately old,1.0,,3285.0,,182.0
249,house,,4.35,23692.81045751634,1836.0,Plot area 204(170.57 sq.m.),8.0,8.0,2,3.0,North-East,sector 46,1.0,0.0,1.0,0.0,0.0,relatively new,1.0,,1836.0,,19.0
250,house,SS Hibiscus,12.5,40849.67320261438,3060.0,Plot area 470(392.98 sq.m.)Built Up area: 410 sq.yards (342.81 sq.m.)Carpet area: 340 sq.yards (284.28 sq.m.),4.0,4.0,3+,2.0,West,sector 50,1.0,1.0,0.0,0.0,0.0,relatively new,2.0,,4230.0,3060.0,207.0
251,house,,3.5,15555.555555555555,2250.0,Plot area 2050(190.45 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.),6.0,5.0,2,3.0,North-East,sector 5,1.0,1.0,1.0,1.0,0.0,old,2.0,,2050.0,,202.0
252,house,International City by SOBHA Phase 2,9.4,26111.11111111111,3600.0,Plot area 400(334.45 sq.m.),5.0,6.0,3+,2.0,North-East,sector 109,1.0,1.0,1.0,0.0,1.0,relatively new,1.0,,3600.0,,178.0
253,house,International City by Sobha Phase 1,6.0,24691.35802469136,2430.0,Plot area 270(225.75 sq.m.),4.0,4.0,3+,2.0,North-East,sector 109,1.0,1.0,1.0,0.0,1.0,relatively new,0.0,,2430.0,,193.0
254,house,International City by Sobha Phase 1,6.15,27333.333333333332,2250.0,Plot area 270(225.75 sq.m.)Built Up area: 270 sq.yards (225.75 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),5.0,5.0,3+,3.0,West,sector 109,0.0,1.0,1.0,0.0,1.0,relatively new,1.0,,2430.0,2250.0,170.0
255,house,Bptp Visionnaire,4.6,17624.521072796935,2610.0,Plot area 290(242.48 sq.m.),4.0,4.0,3+,3.0,North,sector 70a,1.0,1.0,1.0,0.0,1.0,moderately old,0.0,,2610.0,,109.0
256,house,International City by SOBHA Phase 2,10.0,27777.777777777777,3600.0,Plot area 400(334.45 sq.m.),4.0,5.0,3+,2.0,East,sector 109,1.0,1.0,1.0,1.0,0.0,new,1.0,,3600.0,,58.0
257,house,DLF New Town Heights 24.0 ★,2.47,7718.750000000001,3200.0,Plot area 3200(297.29 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4.0,4.0,3+,,West,sector 86,0.0,1.0,1.0,0.0,0.0,moderately old,1.0,,3200.0,2200.0,170.0
258,house,,3.7,25534.851621808142,1449.0,Plot area 161(134.62 sq.m.),8.0,8.0,2,4.0,North-East,sector 57,0.0,0.0,1.0,0.0,0.0,new,1.0,,1449.0,,58.0
259,house,Vipul Tatvam Villa,7.25,22376.543209876545,3240.0,Plot area 360(33.45 sq.m.),4.0,4.0,3,2.0,,sector 48,1.0,1.0,1.0,0.0,1.0,relatively new,1.0,,3240.0,,141.0
260,house,,3.6,19607.843137254902,1836.0,Plot area 204(170.57 sq.m.),8.0,4.0,3,3.0,North,sector 10a,0.0,0.0,1.0,0.0,0.0,moderately old,1.0,,1836.0,,35.0
261,house,Signature Global City,1.27,8089.171974522293,1570.0,Plot area 1570(145.86 sq.m.),3.0,3.0,3,4.0,East,sector 37d,0.0,0.0,1.0,0.0,0.0,new,0.0,,1570.0,,104.0
262,house,Signature Global City 81,0.75,6849.315068493151,1095.0,Plot area 1095(101.73 sq.m.),3.0,2.0,3,4.0,East,sector 81,1.0,0.0,0.0,0.0,0.0,new,0.0,,1095.0,,119.0
263,house,Emaar MGF Marbella,18.0,40000.0,4500.0,Plot area 500(418.06 sq.m.),5.0,6.0,3+,3.0,North-East,sector 66,1.0,1.0,1.0,0.0,1.0,relatively new,2.0,,4500.0,,193.0
264,house,Vipul Tatvam Villa,8.5,26234.567901234568,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,1,,,sector 48,,,,,,relatively new,0.0,,3240.0,,30.0
265,house,Eldeco Mansionz,6.0,22222.222222222223,2700.0,Plot area 300(250.84 sq.m.),4.0,4.0,3+,2.0,East,sector 48,0.0,1.0,0.0,0.0,0.0,moderately old,1.0,,2700.0,,84.0
266,house,Experion Windchants3.8 ★,9.5,23456.79012345679,4050.0,Plot area 450(376.26 sq.m.)Built Up area: 7450 sq.yards (6229.15 sq.m.),5.0,5.0,3,2.0,,sector 112,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,,4050.0,,60.0
267,house,,5.8,12837.538733953077,4518.0,Plot area 502(419.74 sq.m.),4.0,4.0,3+,4.0,,sector 26,,,,,,old,0.0,,4518.0,,45.0
268,house,,4.6,12198.355873773535,3771.0,Plot area 419(350.34 sq.m.),4.0,4.0,3+,,,sector 26,,,,,,old,0.0,,3771.0,,28.0
269,house,International City by Sobha Phase 1,6.0,9633.911368015415,6228.0,Plot area 692(578.6 sq.m.),5.0,5.0,3+,2.0,South-West,sector 109,1.0,1.0,1.0,0.0,1.0,relatively new,0.0,,6228.0,,193.0
270,house,DLF New Town Heights 24.0 ★,2.5,7827.175954915467,3194.0,Plot area 3194(296.73 sq.m.),4.0,5.0,3+,4.0,West,sector 86,0.0,1.0,1.0,1.0,0.0,moderately old,1.0,,3194.0,,58.0
271,house,International City by SOBHA Phase 2,8.48,23555.555555555555,3600.0,Plot area 400(334.45 sq.m.),4.0,6.0,3+,3.0,North-East,sector 109,1.0,1.0,1.0,0.0,1.0,new,0.0,,3600.0,,177.0
272,house,International City by SOBHA Phase 2,6.25,10035.324341682723,6228.0,Plot area 692(578.6 sq.m.),5.0,7.0,3+,3.0,North-East,sector 109,1.0,1.0,1.0,0.0,1.0,relatively new,0.0,,6228.0,,171.0
273,house,,5.15,26614.987080103358,1935.0,Plot area 215(179.77 sq.m.),9.0,9.0,3+,3.0,East,sector 47,0.0,0.0,0.0,0.0,1.0,relatively new,1.0,,1935.0,,82.0
274,house,,3.5,24154.589371980677,1449.0,Plot area 161(134.62 sq.m.),4.0,4.0,3,2.0,North-East,sector 31,0.0,0.0,0.0,0.0,1.0,old,1.0,,1449.0,,92.0
275,house,,3.6,14814.814814814816,2430.0,Plot area 270(225.75 sq.m.),4.0,4.0,3,2.0,North-East,sector 91,,,,,,new,1.0,,2430.0,,58.0
277,house,Vatika The Seven Lamps3.8 ★,1.6,6597.938144329897,2425.0,Plot area 2425(225.29 sq.m.),4.0,4.0,3+,16.0,North,sector 82,0.0,1.0,0.0,0.0,0.0,moderately old,0.0,,2425.0,,116.0
278,house,Vatika India Next4.1 ★,1.7,7870.37037037037,2160.0,Plot area 240(200.67 sq.m.),3.0,3.0,3+,4.0,North-West,sector 83,0.0,1.0,1.0,0.0,0.0,new,0.0,,2160.0,,0.0
279,house,,3.4,15111.111111111111,2250.0,Plot area 250(209.03 sq.m.),3.0,3.0,3,1.0,North-West,sector 14,,,,,,old,0.0,,2250.0,,41.0
280,house,BPTP Astaire Gardens3.7 ★,6.5,27873.070325900513,2332.0,Plot area 299(250 sq.m.),4.0,4.0,3+,2.0,North-East,sector 70a,1.0,1.0,1.0,0.0,0.0,new,1.0,,2691.0,,207.0
281,house,DLF Alameda,17.0,35109.458901280464,4842.0,Plot area 4842(449.84 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),5.0,8.0,3,3.0,North-West,sector 73,1.0,1.0,1.0,0.0,1.0,relatively new,2.0,,4842.0,,105.0
